Frequenza,Territorio,Indicatore,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2007,827,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2008,904,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2009,815,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2010,827,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2011,928,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2012,946,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2013,799,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2014,799,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2007,148,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2008,160,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2009,171,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2010,166,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2011,143,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2012,148,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2013,156,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2014,175,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni esaurite con rito consensuale (valori percentuali),2007,88.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni esaurite con rito consensuale (valori percentuali),2008,89.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni esaurite con rito consensuale (valori percentuali),2009,89.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni esaurite con rito consensuale (valori percentuali),2010,91.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni esaurite con rito consensuale (valori percentuali),2011,88.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni esaurite con rito consensuale (valori percentuali),2012,89.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni esaurite con rito consensuale (valori percentuali),2013,88.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni esaurite con rito consensuale (valori percentuali),2014,87.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse,2007,9674,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse,2008,10017,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse,2009,10360,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse,2010,11148,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse,2011,10550,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse,2012,10147,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse,2013,9959,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse,2014,10297,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2007,356.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2008,365.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2009,377.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2010,405.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2011,391,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2012,382.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2013,365.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2014,368.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,numero di separazioni esaurite con rito consensuale,2007,8587,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,numero di separazioni esaurite con rito consensuale,2008,8946,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,numero di separazioni esaurite con rito consensuale,2009,9234,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,numero di separazioni esaurite con rito consensuale,2010,10236,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,numero di separazioni esaurite con rito consensuale,2011,9368,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,numero di separazioni esaurite con rito consensuale,2012,9071,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,numero di separazioni esaurite con rito consensuale,2013,8776,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,numero di separazioni esaurite con rito consensuale,2014,9013,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2007,1.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2008,1.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2010,2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2007,1121,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2008,1138,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2009,1090,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2010,1051,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2011,662,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2012,1060,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2013,599,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2014,818,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2007,198,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2008,220,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2009,194,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2010,196,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2011,167,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2012,216,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2013,190,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2014,203,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni esaurite con rito consensuale (valori percentuali),2007,81.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni esaurite con rito consensuale (valori percentuali),2008,80,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni esaurite con rito consensuale (valori percentuali),2009,82,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni esaurite con rito consensuale (valori percentuali),2010,80.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni esaurite con rito consensuale (valori percentuali),2011,80.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni esaurite con rito consensuale (valori percentuali),2012,82.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni esaurite con rito consensuale (valori percentuali),2013,79.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni esaurite con rito consensuale (valori percentuali),2014,80.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse,2007,14441,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse,2008,15451,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse,2009,16175,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse,2010,17208,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse,2011,18670,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse,2012,19702,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse,2013,19842,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse,2014,20439,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2007,205,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2008,217.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2009,228,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2010,242.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2011,265.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2012,282.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2013,282.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2014,289.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,numero di separazioni esaurite con rito consensuale,2007,11749,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,numero di separazioni esaurite con rito consensuale,2008,12354,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,numero di separazioni esaurite con rito consensuale,2009,13262,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,numero di separazioni esaurite con rito consensuale,2010,13904,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,numero di separazioni esaurite con rito consensuale,2011,15064,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,numero di separazioni esaurite con rito consensuale,2012,16217,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,numero di separazioni esaurite con rito consensuale,2013,15707,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,numero di separazioni esaurite con rito consensuale,2014,16375,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2007,1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2008,1.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2007,905,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2008,776,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2009,822,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2010,676,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2011,1010,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2012,626,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2013,531,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2014,523,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2007,151,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2008,181,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2009,199,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2010,162,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2011,212,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2012,166,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2013,126,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2014,137,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni esaurite con rito consensuale (valori percentuali),2007,81.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni esaurite con rito consensuale (valori percentuali),2008,83.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni esaurite con rito consensuale (valori percentuali),2009,85.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni esaurite con rito consensuale (valori percentuali),2010,83,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni esaurite con rito consensuale (valori percentuali),2011,84.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni esaurite con rito consensuale (valori percentuali),2012,84.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni esaurite con rito consensuale (valori percentuali),2013,85.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni esaurite con rito consensuale (valori percentuali),2014,83.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse,2007,1611,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse,2008,1702,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse,2009,1862,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse,2010,1562,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse,2011,2039,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse,2012,1995,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse,2013,2125,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse,2014,2054,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2007,237.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2008,248.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2009,271.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2010,227.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2011,302.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2012,301.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2013,318.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2014,306.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,numero di separazioni esaurite con rito consensuale,2007,1309,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,numero di separazioni esaurite con rito consensuale,2008,1418,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,numero di separazioni esaurite con rito consensuale,2009,1600,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,numero di separazioni esaurite con rito consensuale,2010,1296,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,numero di separazioni esaurite con rito consensuale,2011,1715,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,numero di separazioni esaurite con rito consensuale,2012,1685,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,numero di separazioni esaurite con rito consensuale,2013,1818,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,numero di separazioni esaurite con rito consensuale,2014,1709,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2007,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2008,1.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.5,,27_349_DF_DCIS_SEPARAZIND_1
